modelo,fabricacao,quantidade
HILUX SRV 2.7 CD 4X4 16V FLEX,2014,1
CAPTUR Intense 1.3 TB 16V Flex 5p Aut.,2022,1
Polo Classic 1.8,1998,1
XTZ 250 LANDER CAPITÃO AMÉRICA FLEX ABS,2020,1
SANDERO AUTHENTIQUE 1.0 16V HI,2010,1
F-1000 S. S. Diesel  Turbo,1992,1
CRUZE HB Sport LTZ 1.8 16V FlexP. 5p Aut,2013,1
ETIOS X  1.3 Flex 16V 5p Mec.,2020,1
ATEGO 3030 8X2 2P (DIESEL)(E5),2021,1
CB 1000R,2021,1
BIZ 125 ES,2012,1
ETIOS XLS Sedan 1.5 Flex 16V 4p Mec.,2013,1
NXR 150 Bros ESD MIX Flex,2012,1
EN 125 Yes,2007,1
POP 110i,2018,1
Master 2.3 dCi Extra F.Vitre 16V Diesel,2023,1
KWID ZEN 1.0 FLEX 12V 5P MEC.,2019,1
UNO VIVACE 1.0 EVO Fire Flex 8V 5p,2013,1
Toro Endurence 1.8 16V Flex Aut.,2020,1
BURGMAN i 125 cc,2015,1
1500 CLASSIC LARAMIE 5.7 CD V8,2022,1
Gol Special 1.0 2p,2001,1
Sprinter 313 VAN Luxo 2.2 129cv 16L Dies,2010,1
Doblo HLX 1.8 mpi Flex 5p,2010,1
FIORINO,2014,1
NOVO GOL 1.0 MI TOTAL FLEX,2013,1
YS 250 FAZER BlueFlex,2011,1
EDGE LIMITED 3.5 V6 24V AWD Aut.,2011,1
Strada Working 1.4 mpi Fire Flex 8V CS,2013,1
Ranger XL 2.2 4x4 CS Diesel Mec.,2018,1
CRONOS DRIVE 1.3 8V Flex,2020,1
ONIX HATCH ACTIV 1.4 8V FLEX,2016,1
POLO 1.6 MI TOTAL FLEX,2012,1
Ka 1.5 16V Flex 5p,2017,1
Sonata 2.4 16V 182cv 4p Aut.,2011,1
Gol (novo) 1.0 Mi Total Flex 8V 4p,2015,1
Lancer GT 2.0 16V 160cv Aut.,2016,1
Sentra SL 2.0 aut,2012,1
SANDERO STEPWAY TWEED HFLEX 1.,2014,1
XT 600 E,2002,1
VW/26.260 CRM 6X2,2023,1
YBR 125 ED,2004,1
Courier 1.6 L,2011,1
Gol Plus 1.0 Mi Total Flex 2p,2008,1
Palio ELX 1.4 mpi Fire Flex 8V 4p,2006,1
DAILY CHASSI 35-150 CURTO 3.0,2020,1
S10 PICK-UP LT 2.8 TDI 4X4 CD,2016,1
M 135i 3.0 24V 320cv,2013,1
HR-V LX 1.8 Flexone 16V 5p Aut.,2018,1
Siena HLX 1.8 mpi Flex 8V 4p,2008,1
ARGO TREKKING,2021,1
A3 SEDAN PRESTIGE 1.4 TFSI S-T,2020,1
Fit EX 1.5 Aut,2010,1
Palio ELX 500 1.0 4p,1999,1
S10 P-Up Executive 2.4 MPFI F.Power CD,2008,1
NX 350 SAHARA,1990,1
CARGO 2932 E 6x4 T 3-Eixos 2p (diesel),2008,1
31-320 E Constellation 6x4 3-Eixos 2p (d,2009,1
Gol 1000 Mi Plus 16V 2p e 4p,1998,1
CRONOS,2019,1
Corsa Wind 1.0 EFI 2p,1994,1
CERATO EX 2.0 16V FLEX AUT.,2021,1
SIENA TETRAFUEL 1.4 MPI FIRE F,2008,1
CBR 450 SR,1989,1
208 ACTIVE PACK 1.2 FLEX 12V,2017,1
ULTRA LIMITED FLTHTK,2019,1
UNO MILLE 1.0 FIRE FLEX,2010,1
HONDA CIVIC,2015,1
COOPER JOHN WORKS 2.0 TURBO 3P,2018,1
SAVEIRO TRENDLINE 1.6 FLEX,2016,1
2500 LARAM. 6.7 NIGHT ED. TB C,2021,1
C 100 BIZ-ES,2012,1
CRETA PRESTIGE,2017,1
IDEA ADVENTURE LOCKER 1.8 FLEX,2014,1
X11 2000w,2021,1
CG 150 FAN ESi,2012,1
BIZ 125 Flexone,2021,1
CG 125 TITAN-KS,2002,1
BIZ 125 EX Flex,2012,1
959 Panigale,2018,1
UNO ATTRACTIVE 1.0 EVO FIRE FL,2021,1
COROLLA XEI 2.0 FLEX,2015,1
T115 CRYPTON K,2016,1
XVS 950 MIDNIGHT STAR,2010,1
P370 A4X2,2023,1
Celta LT 1.0 MPFI 8V FlexP. 5p,2014,1
Corsa Sed.Classic VHC  1.0,2000,1
CG 125 TITAN-ES,2001,1
MARCH S 1.0 16V Flex Fuel 5p,2012,1
Pampa GL 1.8,1992,1
ATEGO 2426 6X2 (E5),2021,1
CITY Sedan SPORT 1.5 FLEX 16V 4p Mec.,2014,1
CLA-200 Urban 1.6 TB 16V 156cv Aut.,2015,1
Z 1000,2013,1
WR-V EXL 1.5 FLEXONE 16V 5P AU,2018,1
A4 Ambiente 2.0 TFSI 190cv S tronic,2016,1
T-Cross Highline 1.4 TSI Flex 16V 5p Aut,2020,1
CROSSFOX 1.6 MI TOTAL FLEX,2007,1
Axor 2644 S 6x4 2p (diesel) (E5),2011,1
strada hd wk advoque cabine simples e,2019,1
POLO SEDAN 1.6 MI TOTAL FLEX,2013,1
Fiesta Sed. 1.6 8V Flex 4p,2011,1
CLIO HATCH EXPRESSION 1.0 16V,2014,1
Carnival EX 3.8 V6 24V 242cv Aut.,2009,1
up! move I MOTION 1.0 T. Flex 12V 5p,2018,1
Frontier XE  CD 4x4 2.5 TB Diesel,2012,1
XR 250 TORNADO,2007,1
ECO SPORT FSL 1.5,2018,1
Q3 2.0 16VTFSI Quattro 211cv S-tronic 5p,2013,1
L-1620 3-Eixos 2p (diesel),2005,1
Idea Advent. LOCKER 1.8 mpi Flex,2013,1
ASX 2.0 16V 160cv Mec.,2011,1
206 Presence 1.4 Flex 5p,2005,1
RANGER,2019,1
SX4 2.0 16V 145cv 4WD 5p Aut.,2009,1
15-180 E Constellation 2p (diesel),2007,1
Kombi Luxo,1989,1
Classic LS 1.0 VHC FlexPower 4p,2010,1
RIVA 150cc,2013,1
3500 LARAMIE 6.7 TB CD 4x4 Diesel,2022,1
Hilux CS D4-D 4x4 2.5 16V 102cv TB Dies.,2010,1
HB20 COMFORT 1.0 FLEX,2018,1
G 380 A6X2,2010,1
Escort S.W. GLX 1.8i 16V,1998,1
19-360 Constellat. Tractor (diesel)(E5),2016,1
NINJA 650R 649cc,2021,1
ARGO HGT 1.8 16V FLEX MEC.,2017,1
FOCUS HATCH 2.0 16V FLEX,2016,1
C4 GLX 1.6 Flex 16V 5p mec.,2011,1
ETIOS XLS Sedan 1.5 Flex 16V 4p Aut.,2018,1
SANDERO EXP. S.ESPECIAL FLEX 1,2018,1
ETIOS XS Sedan1.5 Flex 16V 4p Mec.,2013,1
Fit EX 1.5 Flex Aut,2015,1
Explorer XLT 4x2 4.0 V6,1997,1
Golf Comfortline 1.4 TSI 140cv Aut.,2015,1
HB20 Comfort 1.0,2019,1
FIT DX 1.5 FLEXONE 16V,2014,1
Marea ELX 2.4 mpi 20V 4p,2001,1
Corolla Fielder SW 1.8 aut,2005,1
PCX 150 DLX,2015,1
500 Cult 1.4 Flex 8V EVO Dualogic,2012,1
XRE 300 Flex,2018,1
Z 900,2021,1
FIT LX 1.5 FLEXONE 16V,2016,1
T-Cross Comfortline 1.0 TSI Flex 5p Aut.,2021,1
F-1000 S. S. Diesel,1988,1
KA 1.6 8V Flex 3p,2010,1
QQ 1.1 16V 68cv 5p,2011,1
Civic Sedan EX 1.6 16V Aut. 4p (nacion.),1998,1
Q3 PRESTIGE 1.4 TFSI FLEX S-TR,2018,1
TIGUAN ALLSPACE R-LINE 350 TSI,2020,1
CARGO 712 E Turbo 2p (diesel),2009,1
Accelo 1016 2p (diesel) (E5),2020,1
PRISMA LT 1.4 SPE/4 FLEX,2018,1
Fiesta Street 1.0 8v 3p,2003,1
PARTNER FURGAO 1.6 16V FLEX,2018,1
AGILE LTZ EASYTRONIC 1.4 8V FL,2012,1
CHOPPER ROAD 150,2020,1
SCRAMBLER ICON 800cc,2018,1
Corolla Cross XRX 1.8 16V Aut.(Híbrido),2021,1
Fiesta SE 1.6 16V Flex 5p,2017,1
Toro Endurance 2.0 16V 4x4 Diesel Aut.,2019,1
Corsa Sed Class.Life 1.0,2005,1
HR-V EX 1.8 Flexone 16V 5p Aut.,2019,1
AZERA GLS 3.3 V6 24V 4p Aut.,2008,1
CB 650F,2017,1
8.150 E DELIVERY,2008,1
FH 13 540 GLOBETROTTER 6X4 (E5,2017,1
CIVIC SEDAN EX 2.0 FLEX 16V .4,2016,1
Clio Sed.RN 1.0,2004,1
S10 Blazer Std. 2.2 EFI,1999,1
A4 AMBITION 2.0 TFSI QUATTRO S,2017,1
C3 TENDANCE PURE TECH 1.2 FLEX,2018,1
Frontier LE CD 4x4 2.5 TB Diesel Aut.,2009,1
208 GRIFFE 1.6 FLEX 16V 5P AUT,2023,1
AMAROK HIGHLINE CD D 2.0 16V T,2010,1
Santana GLS 2.0,1994,1
VECTRA ELEGANCE 2.0 MPFI FLEXP,2005,1
ATEGO 3026 8X2 2P (DIESEL)(E5),2020,1
CITY SEDAN LX 1.5 FLEX,2012,1
FIESTA SEL 1.6 16V FLEX  AUT.,2018,1
CAMARO SS 6.2 V8 16V 406cv,2009,1
FRONTIER SE SERRANA 2.8 CD 4X4,2004,1
HR 2.5 TCI Diesel (RS,2014,1
220ITOURER ACTIVE FLEX 2.0 TB,2017,1
PALIO WK ADVEN DUAL,2011,1
CIVIC TOURING CVT,2021,1
Frontier XE CD 4x2 2.5 TB Diesel,2010,1
PALIO WEEKEND TREKKING 1.6 16V,2013,1
MONTANA Sport 1.4 ECONOFLEX 8V 2p,2013,1
Clio RT Privilege 1.6,2004,1
L-1113 3-Eixos 2p (diesel),1973,1
Gol Special 1.0 2p,2003,1
430i Cabriolet M Sport 2.0 TB 258cv 2p,2021,1
Del Rey L 1.6,1988,1
LEAD 110,2012,1
XTZ 250 LANDER 249cc,2014,1
ARGO 1.0 6V Flex.,2018,1
Hilux CD SRX 4x4 2.8 TDI 16V Diesel Aut.,2021,1
MONTANA Sport 1.4 ECONOFLEX 8V 2p,2015,1
ECOSPORT FSL AT1.6B,2016,1
Sprinter 311 Furgão Longo 2.2  Dies,2003,1
K 1300 R,2009,1
Tucson 2.0 16V Flex Aut.,2012,1
ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2016,1
CRF 250 F,2023,1
HB20S Comfort Plus 1.6 Flex 16V Aut. 4p,2014,1
Fox City 1.0Mi Total Flex 3p,2004,1
NIVUS COMFORTLINE 1.0 200 TSI FLEX AUT.,2021,1
Creta Prestige 2.0 16V Flex Aut.,2017,1
F 850 GS Premium,2020,1
NINJA ZX-10 1000cc,2011,1
HR-V EXL 1.5 SENSING 16V 5P AU,2023,1
Clio Authentique Hi-Flex 1.0 16V 5p,2007,1
XL 883N Iron,2018,1
HILUX SRV 2.7 CD 4X4 16V FLEX,2012,1
NINJA 300,2014,1
PCX 150 DLX,2013,1
COROLLA GR-SPORT 2.0 FLEX 16V,2021,1
Hilux SW4 SRX Diamo. 4x4 2.8 TB Die Aut.,2019,1
FIT EX 1.5 16V FLEX,2019,1
MOBI TREKKING 1.0 FLEX 5P.,2022,1
YARIS XL Sedan 1.5 Flex 16V 4p Aut.,2018,1
HB20S C.Plus 1.6 16V Mec,2014,1
F-250 XLT 3.9 4x4 TB Diesel,2009,1
X5 XDRIVE 30D 3.0 258cv Diesel,2016,1
P-94 GA 310 4x2 NZ 2p (diesel),2007,1
CITY Sedan EXL 1.5 Flex  16V 4p Aut.,2015,1
Range R. EVOQUE SI4 SE 2.0 Aut. 4p,2018,1
V 40 T4 1.9,2014,1
709 2p (diesel),1990,1
Master 2.3 dCi Furgão 16V Diesel,2017,1
FIORINO FURGAO 1.5,2010,1
Monza SL 1.8,1989,1
R 1250 GS Sport,2021,1
FIORINO FURGAO EVO 1.4 FLEX 8V,2016,1
AMAROK Trendline CD 2.0 TDI 4X4 Dies Aut,2018,1
S 10 PICK-UP LS 2.8 4X4 TDI D,2020,1
Versys 650cc,2019,1
C4 CACTUS SHINE 1.6 TURBO FLEX,2018,1
MONTANA LS 1.4 ECONOFLEX 8V 2p,2010,1
UP! MOVE 1.0 TSI TOTAL FLEX 12,2018,1
FH 13 440 GLOBETROTTER 6X4,2011,1
SANDERO Authentique Hi-Power 1.0 16V 5p,2014,1
JETTA GLI 350 TSI 2.0 16V 4P A,2019,1
Sportage Grand 2.0 16V Mec.,1998,1
ML-63 AMG 5.5 V8 Bi-Turbo Aut.,2012,1
Vectra CD 2.0,1996,1
FIESTA SE 1.0 8V FLEX,2013,1
308 Allure 2.0 Flex 16V 5p Aut.,2012,1
CG 125 CARGO KS,2013,1
FIT DX 1.4 FLEX,2012,1
320 IA MODERN 2.0 TB 16V,2018,1
VIRTUS COMFORT. 200 TSI 1.0 FL,2022,1
Parati 1.6 Mi T.Field  Flex,2007,1
fortwo passion cabrio 1.0 62kw,2014,1
Fiesta Sedan 1.0 8V Flex 4p,2011,1
CORSA HATCH JOY 1.0 FLEXPOWER,2007,1
C3 Picasso Exclusive 1.6 Flex 16V 5p Aut.,2013,1
POP 110i,2017,1
NXR 150 Bros ESD MIX Flex,2014,1
CG 160 TITAN FLEXone,2020,1
BIZ 125 ES,2014,1
KWID Intense 1.0 Flex 12V 5p Mec.,2022,1
e-JS1 62cv 5p Aut. (Elétrico),2022,1
HILUX CD SRX 4X4 2.8 TDI 16V D,2021,1
COROLLA XEI 2.0 FLEX,2013,1
FAT BOB FXFB,2020,1
DL 1000 V-Strom,2016,1
C 100 BIZ-ES,2014,1
Freelander2 I6 SE 3.2 232cv Aut. 5p,2008,1
Fit EX 1.5 Flex Aut,2013,1
ETIOS XS Sedan1.5 Flex 16V 4p Mec.,2015,1
JOY 1.0,2016,1
Clio Sed.RT 1.0,2003,1
Clio Authentique 1.0 3p,2003,1
POLO 1.6 MSI FLEX 16V,2021,1
SX S-CROSS ALLGRIP GLX 1.6 16V,2015,1
IDEA ADVENTURE LOCKER 1.8 FLEX,2012,1
FIT EX CVT AUTOMATICO,2016,1
206 Selection 1.0 3p,2002,1
VW/18.260 CRM 4X2,2023,1
17-190 E Worker 2p (diesel)(E5),2014,1
C-300 SPORT 2.0 16V AUT.,2018,1
CRETA PRESTIGE,2018,1
Pajero HPE 3.2 4x4 T.I. Dies. 5p Aut.,2015,1
328IA SPORT 2.0 16V 245CV,2012,1
HR-V LX 1.8 Flexone 16V 5p Aut.,2017,1
Ram 2500 H.DUTY 5.9 SLT TDI CS 4x4 Dies.,2008,1
Hilux SW4 4x4 3.0 8V TB Diesel,2000,1
V50 T-5 2.5 220cv Aut.,2006,1
FOX COMFORTLINE I MOTION 1.6 F,2014,1
Z 1000,2015,1
L-1111,1966,1
Discovery4 HSE 3.0 4x4 TDV6 Aut,2011,1
Ka 1.5 16V Flex 5p,2018,1
R 18,2022,1
CRONOS DRIVE 1.3 8V FLEX,2019,1
XTZ 125 K,2011,1
Sentra SL 2.0 aut,2014,1
DUSTER ZEN 1.6 16V FLEX MEC.,2022,1
CITY SEDAN EXL 1.5 FLEX  16V 4,2016,1
Punto  ELX 1.4 Fire Flex 8V 5p,2009,1
SIENA ELX 1.0 MPI FIRE FLEX,2005,1
S10 Pick-Up LTZ 2.8 TDI 4x4 CD Dies.Aut,2020,1
RAV 4 2.0 16V 4X2,2014,1
R-440 A 6x2 3-Eixos 2p(dies.) (E5),2016,1
LK-1618 3-Eixos 2p (diesel),1990,1
E-250 CGI Avantgarde 1.8 16V 204cv Aut.,2012,1
CBR 500R,2016,1
VERACRUZ GLS 3.8 4WD Aut.,2010,1
EcoSport XLS 1.6 Flex,2005,1
CLA-200 Urban 1.6 TB 16V 156cv Aut.,2013,1
Corsa Pick-Up STD 1.6 MPFI,1999,1
PCX 160 DLX,2023,1
CG 160 Start,2022,1
KICKS S 1.6 16V Flex 5p Aut.,2017,1
PCX 150 DLX,2016,1
XRE 300,2018,1
MONTANA 1.8,2003,1
MT-07 ABS 689cc,2021,1
CR-V EXL 2.0 16V 4WD Aut,2010,1
C4 LOUGE ORIG. BUSINESS 1.6 TB,2017,1
KWID INTENSE 1.0 FLEX 12V 5P M,2017,1
HILUX SW4 SRV D4-D 4X4 3.0 TDI,2007,1
ONIX HATCH LT 1.0 12V TB Flex 5p Aut.,2022,1
Versys 1000,2012,1
COOPER S 2.0 Turbo 16V 5p Aut.,2014,1
Fiorino Furgão Work. HARD 1.4 Flex 8V 2p,2019,1
THUNDERBIRD 1700 COMMANDER,2015,1
RENEGADE SPORT 1.8 4X2 FLEX 16,2020,1
KWID ZEN 1.0 FLEX 12V 5P MEC.,2023,1
TIGER 900 RALLY PRO,2023,1
Astra GL 1.8 MPFI 3p,2001,1
FIT LX 1.5 FLEXONE 16V,2015,1
L200 Triton HPE 3.2 CD TB Int.Diesel Aut,2017,1
Santa Fe GLS 3.5 V6 4x4 Tiptronic,2012,1
Corolla XLi 1.6 16V 110cv Aut.,2003,1
Saveiro Pepper 1.6 Flex 8V CE,2018,1
Towner Jr. Pick-up 1.0 8V 48cv  CS 2p,2012,1
XRE 300 ADVENTURE Flex,2022,1
208 Active Pack 1.6 Flex 16V 5p Aut.,2014,1
HB20 DIAMOND PLUS 1.0 TB FLEX,2019,1
Corsa Hatchback 1.0 MPFI 8V 71cv 5p,2002,1
TRACKER LTZ 1.4 Turbo 16V Flex 4x2 Aut.,2017,1
PULSE AUDACE 1.0 Turbo 200 Flex Aut.,2022,1
HB20 VISION 1.6 FLEX 16 VALVULA AUTOMATICA,2021,1
PALIO WEEK ADVENTURE 1.8 MPI F,2015,1
Saveiro  Trendline 1.6 T.Flex 8V,2018,1
KANGOO EXPRESS HI-FLEX 1.6 16V,2011,1
Focus Sedan 2.0 16V Flex,2012,1
CG 125 CARGO KS,2016,1
CG 150 CARGO ESD FLEX,2015,1
HILUX SRV D4-D 3.0 16V CD TB D,2008,1
MC20 2000W,2022,1
V60 T-5 R-DESING 2.0 5p,2012,1
SYMBOL PRIVILEGE 1.6 16V HI-FL,2010,1
VECTRA EXPRESSION 2.0 MPFI FLE,2011,1
TORO FREEDOM 2.0 16V 4X4 TB DI,2016,1
Corolla XEi 1.8 aut,2001,1
Freelander2 S 2.2 SD4 190cv T.Diesel,2012,1
ARGO DRIVE 1.0 6V Flex,2018,1
Q5 2.0 16V TFSI Quattro S Tronic,2010,1
YZ 450 F,2021,1
320IA 2.0 TB M SPORT ACTIVEFLE,2022,1
ECOSPORT STORM 2.0 4WD 16V FLE,2019,1
KWID Zen 1.0 Flex 12V 5p Mec.,2023,1
CG 150 TITAN-KS,2008,1
TIIDA SL 1.8 mec,2011,1
BANDIT N-650,2011,1
CG 150 TITAN-EX MIX Flex,2013,1
Q3 2.0 16VTFSI Quattro 170cv S-tronic 5p,2015,1
CBX 750 FOUR INDY,1990,1
Fit EX 1.5 Flex Aut,2016,1
Partner Furgão 1.8 3p,2002,1
CRUZE LT 1.4 16V TURBO FLEX 4P,2017,1
VERSA SV 1.6 16V FLEXSTART  AU,2016,1
Discovery4 HSE 3.0 4x4 SDV6 Aut,2011,1
118iA Full 1.6 TB 16V 170cv 5p,2012,1
Uno Mille 1.0 Economy 2.p,2010,1
YZF R-1 1000,2008,1
RAV 4 4X4 2.0 16V,2013,1
Gol Copa 1.6,1996,1
CBR 500R,2013,1
Palio Weekend Trekking 1.6 Flex 16V 5p,2013,1
KA 1.0 SEL TICVT FLEX,2017,1
Q5 AMBITION 2.0 TFSI QUATTRO S,2018,1
COROLLA XEI 2.0 FLEX,2016,1
Kwid Outsider 1.0 MT,2022,1
FH 13 460 GLOBETROTTER 6X2 (E5,2022,1
Palio Young 1.0 mpi Fire 8V 2p,2001,1
Toro Ranch 2.0 16V 4x4 Diesel Aut.,2020,1
208 Griffe 1.6 Flex 16V 5p Mec.,2014,1
Carajas Diesel,1987,1
PAJERO TR4 2.0 16V 4X4 FLEX,2008,1
Parati 1.6 Mi,1999,1
Fiorino Furgão EVO 1.4 Flex 8V 2p,2020,1
CELTA LS 1.0 MPFI FLEX,2008,1
Civic Sedan LX 1.6 16V Aut. 4p,2000,1
fortwo passion coupé 1.0 62kw,2015,1
Hilux CD SRV 4x2 3.0 8V 90cv Diesel,2001,1
T115 CRYPTON K,2015,1
FUSCA 1300,1971,1
CG 150 TITAN-EX MIX Flex,2015,1
Uno Mille 1.0 Fire Flex 4p,2007,1
FUSION SEL 2.0 ECOBO. 16V 248C,2017,1
HB20S EVOLUTION 1.0 TB FLEX 12,2020,1
YBR 125 K,2008,1
LOGAN Expression Hi-Flex 1.6 8V 4p,2008,1
PRISMA Sed. LT 1.4 8V FlexPower 4p,2017,1
YARIS XL PLUS CON. 1.5 FLEX 16,2021,1
G 650 GS,2012,1
11-180 DELIVERY 2P (DIESEL)(E5,2021,1
RAV 4 4X4 2.0 16V,2015,1
Fox City 1.0 Mi 4p,2005,1
TORO VOLCANO 2.4 16V FLEX AUT.,2018,1
CITY SEDAN EXL 1.5 FLEX  16V 4,2015,1
Clio RN HI-Power 1.0 5p,2002,1
POLO SPORTLINE 1.6 MI TOTAL FL,2012,1
Fiesta SEL 1.6 16V Flex  Aut. 5p,2016,1
S 10 PICK-UP LTZ 2.8 CD 4X4 TD,2017,1
CBX 250 TWISTER,2002,1
MOBI Easy 1.0 Fire Flex 5p.,2016,1
BOULEVARD M800R,2015,1
CBR 500R,2015,1
CRETA PULSE 2.0 16V FLEX AUT.,2017,1
NC 750X,2023,1
GSX-S 1000,2016,1
RANGE R. EVOQUE SI4 SE 2.0 5P,2017,1
NXR 150 Bros ES MIX,2009,1
F-4000 4X4 (DIESEL)(E5),2018,1
ETIOS X 1.3 FLEX 16V   AUT,2017,1
T115 CRYPTON K,2013,1
IDEA ATTRACTIVE 1.4 FIRE FLEX,2011,1
DL 1000 V-Strom,2015,1
CBR 600 RR,2005,1
C4 LOUNGE ORIGINE 2.0 FLEX 4P,2016,1
Corsa Hat. Max 1.0 FlexPower,2007,1
ETIOS X SD 1.5,2017,1
MERIVA JOY 1.8 FLEXPOWER,2006,1
PRISMA SEDAN LT 1.4 8V FLEXPOW,2019,1
Z 1000,2016,1
OPTIMA 2.0 16V 165cv Aut.,2014,1
Gol 1000 Mi 16V 4p,2000,1
MT-03 321 ABS Homem de Ferro,2021,1
Gol Comfortline 1.0 T. Flex 12V 5p,2016,1
MARCH SV 1.0 12V FLEX,2016,1
Q3 2.0 16VTFSI Quattro 170cv S-tronic 5p,2013,1
COROLLA CROSS GR-S 2.0 16V FLE,2023,1
R-440 A 6x2 3-Eixos 2p(dies.) (E5),2015,1
Kombi Standard,2000,1
Escort GL 1.8,1994,1
XY 50-Q Phoenix,2022,1
Pampa L 1.8i,1997,1
MULTISTRADA 1260 S,2021,1
KA 1.5 SEDAN SE PLUS 12V FLEX,2020,1
FIAT ARGO 1.0 DRIVE,2021,1
GLE-53 AMG 3.0 TB 4MATIC+ Hybr,2022,1
ETIOS XS Sedan1.5 Flex 16V 4p Mec.,2016,1
208 Active 1.2 Flex 12V 5p mec.,2017,1
SANDERO VIBE FLEX 1.0 12V 5P,2018,1
PRISMA Sed. Joy 1.0 8v FlexPower,2016,1
Creta Limited 1.0 TB 12V Flex Aut.,2023,1
New Beetle 2.0 Mi aut,2007,1
Pampa L 1.6,1996,1
Palio Weekend Trekking 1.6 Flex 16V 5p,2015,1
NOVO GOL CITY 1.0 TOTAL FLEX,2014,1
CG 150 CARGO ESD FLEX,2013,1
SANDERO GT line Flex 1.0 12V 5,2021,1
Fiesta 1.6 8V Flex 5p,2013,1
YS 150 Fazer SED,2014,1
RENEGADE LONGITUDE 1.8 4X2 FLE,2020,1
CB 500X,2014,1
Ka 1.0 SE Plus TiVCT Flex 5p,2018,1
Polo SPORTLINE 1.6 Mi Total Flex 8V 5p,2014,1
X11 3000w,2023,1
UNO ATTRACTIVE,2021,1
Master 2.3 dCi Chassi 16V Diesel,2018,1
OROCH INTENSE 1.6SCE FLEX MEC.,2023,1
STRADA VOLCANO 1.3 FLEX 8V CD,2021,1
FIORINO FURGAO EVO 1.4 FLEX 8V,2015,1
FOX CITY 1.0 MI TOTAL FLEX,2009,1
BIZ 110i,2022,1
KICKS Sense 1.6 16V Flex Aut.,2022,1
COMPASS LIMITED 2.0 4X2 FLEX 1,2019,1
XT 660 R,2005,1
HILUX SW4 DIAMOND 2.8 TB 4X4 D,2022,1
FIESTA SEL 1.6 16V FLEX  5P,2018,1
Palio EL 1.5 mpi 2p e 4p,1997,1
VIRTUS 1.6 MSI FLEX 16V 4P AUT,2019,1
Axor 2035 S 2p (diesel),2010,1
LS 2638 6X4,2004,1
15-190 E Worker 2p (diesel)(E5),2014,1
Fiesta 1.6 16V Flex Mec. 5p,2014,1
Stilo 1.8 8V 103cv,2002,1
ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2015,1
Range Rover EVOQUE Pure Tech 2.0 Aut. 5p,2011,1
C-200 CGI Avantgarde 1.8 16V 184cv Aut.,2012,1
AIRCROSS GLX 1.6 Flex 16V 5p Mec.,2011,1
FZ6 N,2007,1
Clio Authentique 1.0 Hi-Power 3p,2014,1
Sprinter 314 Furgão Longo T.A. 2.2 Dies.,2020,1
PALIO WEEKEND TREKKING 1.6 16V,2016,1
Atego 2425 3-Eixos 2p (diesel),2010,1
PALIO WEEK ADVENTURE 1.8 MPI F,2013,1
RIVALE 800,2015,1
MONTANA Sport 1.4 ECONOFLEX 8V 2p,2016,1
208 Active 1.5,2014,1
PALIO ELX 1.4 MPI FIRE FLEX,2006,1
RANGER LIMITED 3.2 20V 4X4 CD,2012,1
XTerra SE 4x4 2.8 132cv TB Int Diesel,2003,1
RS6 5.0 Avant.FSI V10 Bi-TB Quattro Tip.,2010,1
L200 Triton Sport HPE 2.4 CD Diesel Aut.,2019,1
WR-V LX 1.5 FLEXONE 16V 5P AUT,2020,1
R-540 A 6X4 2P (DIESEL)(E5),2022,1
SR RANDON RE DL 2E,2020,1
FRONTIER PRO4X CD 4X4 2.3 BI-T,2022,1
X5 XDRIVE 30D 3.0 258cv Diesel,2015,1
Fit LXL 1.4 Flex 8v Mec,2005,1
YBR 125i FACTOR ED,2022,1
CG 160 FAN Flex,2020,1
Saveiro  Trendline 1.6 T.Flex 8V,2017,1
CB 300R,2010,1
KWID INTENSE 1.0 FLEX 12V 5P M,2018,1
XRE 300,2017,1
X1 SDRIVE 20I X-LINE 2.0 TB AC,2019,1
KICKS S 1.6 16V Flex 5p Aut.,2018,1
Pajero DAKAR 3.2 4x4 T.I. Dies. 5p Aut.,2011,1
CBR 650F,2015,1
Fiesta Sed. Supercharger 1.0 8V 4p,2004,1
ARRIZO 6 PRO 1.5 TURBO (HIBRID,2023,1
RENEGADE LIMITED 1.8 4X2 FLEX,2019,1
SPACEFOX CONFORTLINE 1.6 MI TO,2015,1
Hilux SW4 SR 4x2 2.7 aut,2020,1
Fusion SEL 2.3 16V  162cv Aut.,2007,1
BRASILIA,1981,1
Siena ELX 1.3 mpi Fire 16V 4p,2000,1
Q5 S-LINE 2.0 TFSI QUATTRO S-T,2020,1
KICKS SV LIMITED 1.6 16V FLEX,2017,1
ARGO 1.0 6V FLEX.,2020,1
Delivery Express+ 3.0 16V 2p TB Diesel,2022,1
TRACKER PREMIER 1.4 TURBO 16V,2019,1
26-320 CONSTELLATION 6X2 2P (D,2023,1
Saveiro Pepper 1.6 Flex 8V CE,2017,1
SPIN ACTIV 1.8 8V ECONO. FLEX,2016,1
UNO WAY 1.4 EVO Fire Flex 8V 5p,2016,1
X7 HAWK,2023,1
500 LOUNGE 1.4 16V 100cv  Mec.,2009,1
Corolla XLi 1.6 16V 110cv Mec.,2005,1
DOWNTOWN 300i,2019,1
Fox Plus 1.6Mi Total Flex  3p,2005,1
Gol TSi 1.8 Mi,1996,1
Versys 1000,2014,1
E 20 PH,"",1
